articleID,snippet,topic
5a8d435a10f40f00018c2255,The affordability and accessibility of this small Westchester village have attracted a diverse population — and some have been there for generations.,Social Media
5a8d435810f40f00018c2254,The Border Patrol is aggressively using a little-known authority to set up checkpoints and search private property to crack down on illegal immigration.,Elections
5a8d435310f40f00018c2253,"New research suggests that for the economy to become more productive, demand matters.",International
5a8d434110f40f00018c2250,"The theater that will house the play has been rebuilt in the hope that it will run for many, many years. So why is J.K. Rowling worried?",Politics
5a8d433c10f40f00018c224d,"A national effort is underway to arm and train school staff members, but a former assistant principal who survived an attack believes it’s misguided.",Elections
5a8d433b10f40f00018c224c,The magazine’s Ethicist columnist on reaping the benefits of nepotism and confronting an abusive man on the subway.,Culture/Education
5a8d433a10f40f00018c224b,"Their hopes for a détente with Mr. Trump, who effectively staged a hostile takeover of a party he joined only in 2012, reflect the realization that rank-and-file Republicans have come to embrace the president.",Social Media
5a8d433210f40f00018c224a,"The Players’ Tribune, a pet project of Derek Jeter’s, allows the stars to tell their own stories. It’s occasionally great — but is it journalism?",Social Media
5a8d433010f40f00018c2249,The cinematographer for “Mudbound” and “Black Panther” on the male-dominated profession.,Politics
5a8d432f10f40f00018c2248,"In your opinion, does it improve or worsen romantic interactions? How so?",Politics
5a8d351910f40f00018c2226,What is the Church of England asking people to do to reduce plastic waste?,Social Media
5a8d270810f40f00018c220d,What story could this image tell?,NYC
5a8cf97810f40f00018c21a8,"The European Union has bestowed huge sums on Poland, but the country has fomented discord over identity, solidarity and, perhaps most important, the rule of law.",International
5a8cf97910f40f00018c21a9,"Electoral campaign slogans warn against the migrants’ “invasion,” but Italy’s social fabric has already changed.",Leisure
5a8ce0ba10f40f00018c218e,"Ori Brian and Zach Spitz mail this one in, but in a good way.",Leisure
5a8cdd3e10f40f00018c2185,Ms. O’Connell delivers a heartbreaking performance as an older woman struggling with dementia in this drama infused with Southern Gothic horror.,Leisure
5a8cdd3f10f40f00018c2186,"A political neophyte discovers the ethical nightmare of governance — lobbyists and donors and super PACs, oh my! — in Sarah Burgess’s new play.",Leisure
5a8cd06a10f40f00018c216f,"Jared Kushner, frustrated about the issue and concerned that Mr. Kelly has targeted him personally with the directive, has told colleagues that he is reluctant to give up his high-level access.",Entertainment
5a8cc92810f40f00018c2167,"Students fed up with gun violence hopped a bus to Tallahassee, Fla., and planned protests from coast to coast. Whether their activism would amount to anything was far from clear.",International
5a8cc85510f40f00018c2165,A graduate of Stoneman Douglas High School has been close to four mass shootings in Florida. She wants last week’s to be the last.,Elections
5a8cc69c10f40f00018c215f,"Maybe sensible teenagers, sickened by the terror they must live with at school, can at last compel their senseless elders to act.",Entertainment
5a7101c110f40f00018be961,Meet the all-female Brazilian drum group that is challenging gender norms.,Culture/Education
5a70fc1210f40f00018be950,Treasury Secretary Steven Mnuchin urged Congress to lift the debt ceiling as lawmakers embark on a spending spree.,Elections
5a70f8f810f40f00018be943,A woman finds out what happens when you don’t pay your fare before boarding.,International
5a70eb8110f40f00018be925,"The reaction against his authoritarian impulses, assault on truth and cruelties great and petty has revealed abiding American strengths.",International
5a70d1d210f40f00018be8d9,"I’ve lived in Cleveland all my life, and I’m glad to see the racist mascot go.",Gun Crimes
5a70d1ad10f40f00018be8d8,"One of Africa’s richest cities is threatening to turn off the taps to its four million residents, cutting off homes and most businesses.",International
5a70c57b10f40f00018be8ac,The normalcy of a State of the Union address serves as a reminder of what works against Trump.,Art
5a70b7f310f40f00018be885,We invite members of the gymnastics community to a conversation about the future of the sport and what changes they expect in the wake of the Nassar trial.,Elections
5a70b2e710f40f00018be876,"John DeFrancisco, a state senator for a quarter-century, plans to vacate his seat to challenge Gov. Andrew Cuomo.",Culture/Education
5a70b22d10f40f00018be86f,"Whether or not you’re nursing a heartbreak, these tales of unsettled passions will appeal to the romantic in all of us.",International
5a70af8c10f40f00018be864,"A trailer for the new movie, starring Jon Hamm, has been the subject of scathing criticism. Detractors say it stereotypes and dehumanizes Arabs.",Art
5a70acb510f40f00018be85c,"The false warning on Jan. 13, which touched off panic and confusion, happened when an employee with a poor work record misinterpreted instructions, a state report said.",NYC
5a70a17f10f40f00018be830,"For the first time, a Major Food Group menu doesn’t quite measure up to its restaurant’s busy spectacle.",Leisure
5a70915310f40f00018be7f6,Overweight binge eaters may be particularly susceptible to the influence of fluctuations in appetite-regulating hormones.,Gun Crimes
5a70912a10f40f00018be7f5,"A special election is needed to fill the State Senate seat left vacant by George Latimer, a Democrat, who won the race for Westchester County executive.",International
5a708d4710f40f00018be7e8,"President Trump delivered his first State of the Union address, followed by Representative Joseph Kennedy III’s response for the Democrats.",Social Issues
5a707a5810f40f00018be7af,"Tuesday: Chief Charlie Beck calls it quits, a potential overhaul at the University of California, and a Padre makes the Hall of Fame.",International
5a7075f610f40f00018be7a1,"Carles Puigdemont, the separatist leader, is in Belgium and faces criminal charges in Spain. But he is the only candidate regional lawmakers will consider.",Culture/Education
5a70723a10f40f00018be796,"Mr. Kennedy, a scion of the political dynasty, said the Trump administration was “a rebuke of our highest American ideal — that we are all worthy.”",Culture/Education
5a70693710f40f00018be777,"The three companies will create a new venture with the goal of simplifying coverage for their employees, in a move that unsettled the health care world.",Art
5a70635610f40f00018be763,The administration outraged lawmakers by not imposing new sanctions while upsetting Moscow by releasing a list of senior Russian officials and oligarchs.,International
5a705e5610f40f00018be74f,Minnesotans who envisioned a hometown championship party for the Vikings now must host fans of the team that knocked them out of the playoffs.,Elections
5a70504a10f40f00018be72d,"Tuesday: The president’s annual address, comic book club, and a super blue blood moon.",Entertainment
5a70503610f40f00018be72c,"Kevin Corbett, top executive at a global construction and engineering firm, is about to take over one of the worst commuter railroads in the country.",Culture/Education
5a704e5a10f40f00018be726,"After the U.S. government said it would cut millions of dollars’ worth of security aid to Pakistan, violence in Afghanistan escalated. Are the two connected?",Leisure
5a704cbc10f40f00018be721,"The saga of Strava, an app that inadvertently revealed the locations of military personnel, is the latest sign that we need better control over our data.",International
5a704cbd10f40f00018be722,Edward Lansdale understood the Vietnam War better than anyone and tried to point out the tragic mistakes. Too bad no one listened.,Gun Crimes
5a70494610f40f00018be717,"Evidence suggests you may want to be more cautious near theaters in April 2020, when “Fast and Furious 9” is expected to arrive. ",International
5a7043a610f40f00018be707,"After Hillary Clinton appeared on the Grammys, the U.N. ambassador tweeted that the awards show should not “ruin great music with trash.” James Corden fired back.",Politics
5a7042a210f40f00018be704,Buying a home in Connecticut seemed like a good idea to two longtime Manhattanites — so long as the renovation required was mostly aesthetic.,Culture/Education
5a70424210f40f00018be6fc,"Prime Minister Abadi is a national hero, but in Iraq’s tricky sectarian system, that doesn’t mean he will win the election.",Culture/Education
5a70423f10f40f00018be6f8,A handful of practical tips to help make sure your next trip to the world’s most populous country is smooth sailing from start to finish.,International
